2021-01-01 09:00:00,113.78
2021-01-01 09:00:30,113.91
2021-01-01 09:01:00,113.87
2021-01-01 09:01:30,113.71
2021-01-01 09:02:00,113.69
2021-01-01 09:02:30,113.6
2021-01-01 09:03:00,113.86
2021-01-01 09:03:30,113.65
2021-01-01 09:04:00,113.67
2021-01-01 09:04:30,113.43
2021-01-01 09:05:00,113.23
2021-01-01 09:05:30,113.4
2021-01-01 09:06:00,113.28
2021-01-01 09:06:30,113.27
2021-01-01 09:07:00,113.07
2021-01-01 09:07:30,113.08
2021-01-01 09:08:00,112.93
2021-01-01 09:08:30,113.01
2021-01-01 09:09:00,113.17
2021-01-01 09:09:30,113.07
2021-01-01 09:10:00,113.05
2021-01-01 09:10:30,113.1
2021-01-01 09:11:00,112.32
2021-01-01 09:11:30,111.94
2021-01-01 09:12:00,111.97
2021-01-01 09:12:30,112.13
2021-01-01 09:13:00,112.36
2021-01-01 09:13:30,112.35
2021-01-01 09:14:00,112.32
2021-01-01 09:14:30,112.46
2021-01-01 09:15:00,112.42
2021-01-01 09:15:30,112.45
2021-01-01 09:16:00,112.63
2021-01-01 09:16:30,112.83
2021-01-01 09:17:00,112.72
2021-01-01 09:17:30,112.87
2021-01-01 09:18:00,112.84
2021-01-01 09:18:30,112.94
2021-01-01 09:19:00,113.05
2021-01-01 09:19:30,113.28
2021-01-01 09:20:00,113.27
2021-01-01 09:20:30,113.26
2021-01-01 09:21:00,113.0
2021-01-01 09:21:30,113.04
2021-01-01 09:22:00,113.22
2021-01-01 09:22:30,113.24
2021-01-01 09:23:00,113.36
2021-01-01 09:23:30,113.25
2021-01-01 09:24:00,113.33
2021-01-01 09:24:30,113.45
2021-01-01 09:25:00,113.45
2021-01-01 09:25:30,113.39
2021-01-01 09:26:00,113.43
2021-01-01 09:26:30,113.55
2021-01-01 09:27:00,113.5
2021-01-01 09:27:30,113.51
2021-01-01 09:28:00,113.48
2021-01-01 09:28:30,113.43
2021-01-01 09:29:00,113.57
2021-01-01 09:29:30,114.13
2021-01-01 09:30:00,114.28
2021-01-01 09:30:30,113.99
2021-01-01 09:31:00,113.71
2021-01-01 09:31:30,113.75
2021-01-01 09:32:00,113.74
2021-01-01 09:32:30,113.03
2021-01-01 09:33:00,112.79
2021-01-01 09:33:30,113.01
2021-01-01 09:34:00,112.96
2021-01-01 09:34:30,113.09
2021-01-01 09:35:00,113.22
2021-01-01 09:35:30,113.13
2021-01-01 09:36:00,113.17
2021-01-01 09:36:30,113.07
2021-01-01 09:37:00,112.98
2021-01-01 09:37:30,112.66
2021-01-01 09:38:00,112.57
2021-01-01 09:38:30,112.76
2021-01-01 09:39:00,112.52
2021-01-01 09:39:30,112.44
2021-01-01 09:40:00,112.55
2021-01-01 09:40:30,112.52
2021-01-01 09:41:00,112.34
2021-01-01 09:41:30,112.24
2021-01-01 09:42:00,112.3
2021-01-01 09:42:30,112.3
2021-01-01 09:43:00,112.28
2021-01-01 09:43:30,112.18
2021-01-01 09:44:00,112.32
2021-01-01 09:44:30,112.46
2021-01-01 09:45:00,112.2
2021-01-01 09:45:30,112.13
2021-01-01 09:46:00,112.03
2021-01-01 09:46:30,111.98
2021-01-01 09:47:00,111.91
2021-01-01 09:47:30,112.04
2021-01-01 09:48:00,112.21
2021-01-01 09:48:30,112.43
2021-01-01 09:49:00,112.3
2021-01-01 09:49:30,112.33
2021-01-01 09:50:00,112.38
2021-01-01 09:50:30,112.32
2021-01-01 09:51:00,112.16
2021-01-01 09:51:30,112.21
2021-01-01 09:52:00,112.24
2021-01-01 09:52:30,112.3
2021-01-01 09:53:00,112.24
2021-01-01 09:53:30,112.16
2021-01-01 09:54:00,112.25
2021-01-01 09:54:30,112.33
2021-01-01 09:55:00,112.61
2021-01-01 09:55:30,112.61
2021-01-01 09:56:00,112.66
2021-01-01 09:56:30,112.8
2021-01-01 09:57:00,112.73
2021-01-01 09:57:30,112.63
2021-01-01 09:58:00,112.59
2021-01-01 09:58:30,112.7
2021-01-01 09:59:00,112.5
2021-01-01 09:59:30,112.74
2021-01-01 10:00:00,112.76
2021-01-01 10:00:30,112.79
2021-01-01 10:01:00,112.74
2021-01-01 10:01:30,112.54
2021-01-01 10:02:00,112.9
2021-01-01 10:02:30,113.06
2021-01-01 10:03:00,113.14
2021-01-01 10:03:30,112.99
2021-01-01 10:04:00,113.14
2021-01-01 10:04:30,113.18
2021-01-01 10:05:00,113.08
2021-01-01 10:05:30,113.04
2021-01-01 10:06:00,112.99
2021-01-01 10:06:30,113.05
2021-01-01 10:07:00,113.0
2021-01-01 10:07:30,112.81
2021-01-01 10:08:00,112.99
2021-01-01 10:08:30,113.16
2021-01-01 10:09:00,113.03
2021-01-01 10:09:30,112.98
2021-01-01 10:10:00,112.92
2021-01-01 10:10:30,112.61
2021-01-01 10:11:00,112.43
2021-01-01 10:11:30,112.31
2021-01-01 10:12:00,112.36
2021-01-01 10:12:30,112.47
2021-01-01 10:13:00,112.47
2021-01-01 10:13:30,112.45
2021-01-01 10:14:00,112.4
2021-01-01 10:14:30,112.46
2021-01-01 10:15:00,112.55
2021-01-01 10:15:30,112.57
